video_id,title,duration,status,file
Q_UHVnhxL-Q,Polymarket Trading Agents (Humans Cant Trade Better),4483,ok,transcripts/Q_UHVnhxL-Q.txt
D0VRQj0tuCI,AI Agents For Trading Just Got a Revolutionary Update,764,ok,transcripts/D0VRQj0tuCI.txt
IasvpadQPwA,Claude Skills Changed Trading Forever w Ai Agents,2296,ok,transcripts/IasvpadQPwA.txt
7n-7QmRGYe4,this ai agent just changed prompting forever,112,ok,transcripts/7n-7QmRGYe4.txt
QTnAuUlNEvU,A Swarm Of AI Agents Trading Crypto,12889,ok,transcripts/QTnAuUlNEvU.txt
WfL28CtHBMM,how to actually automate your trading ($100 off),12155,ok,transcripts/WfL28CtHBMM.txt
PpYmhgDMcj4,AI Agents For Algorithmic Trading ($100 OFF),13139,ok,transcripts/PpYmhgDMcj4.txt
D3OQvR58A-Y,How To Use Claude Code From Your Phone So You Can Code Anywhere,596,ok,transcripts/D3OQvR58A-Y.txt
8UzepCMlMec,AI Agents For Finding Winning Trading Strategies,23015,ok,transcripts/8UzepCMlMec.txt
08YKQgLP_4g,built something today that will change trading forever (free & opensource),114,ok,transcripts/08YKQgLP_4g.txt
s6tuhgQw5k4,"Asterdex AI Agents For Trading (WIN $50,000)",18274,ok,transcripts/s6tuhgQw5k4.txt
qZv6IFIkk6I,20+ Agents Now 100% Free For Everyone on Github,951,ok,transcripts/qZv6IFIkk6I.txt
CDAw8ReKmns,AI Agents For Polymarket (Free & Open Source),4056,ok,transcripts/CDAw8ReKmns.txt
f8OUAu7gGIM,AI Agent Swarms Just Added To Open Source Github,20189,ok,transcripts/f8OUAu7gGIM.txt
F8fX3HLBH_w,OpenAI's New Browser for AI Trading Agents,2498,ok,transcripts/F8fX3HLBH_w.txt
u4aFhQaZEc0,AI Agents That Trade (open sourced),17640,ok,transcripts/u4aFhQaZEc0.txt
tjY24JR8Cso,AI Agents For Trading (Free and Opensource),1075,ok,transcripts/tjY24JR8Cso.txt
RlqzkSgDKDc,Moon Dev Ai Agents Github Walkthrough,301,ok,transcripts/RlqzkSgDKDc.txt
rKpnPyzH6r4,Trading Bots Predicting Price & New Polymarket Updates,9500,ok,transcripts/rKpnPyzH6r4.txt
5lbObSjHxIw,No One Trades Timeinality So I Built A Bot To Trade It,8509,no_subtitles,
ux42FMvmteA,how to actually use machine learning in trading bots,6088,ok,transcripts/ux42FMvmteA.txt
QwX4Xgpng2M,i built an HFT trading bot from home with ai,4921,ok,transcripts/QwX4Xgpng2M.txt
SZdCPuP3KWA,Claude 4 Machine Learning HFT Trading Bots,4703,ok,transcripts/SZdCPuP3KWA.txt
dyw_bWVOHHY,Statistical Arbitrage Supply & Demand Zone Trading Bots,3413,ok,transcripts/dyw_bWVOHHY.txt
tCz0mW-DrgM,Correlation Based OFI Feature Selection 4 Trading Bots,3595,ok,transcripts/tCz0mW-DrgM.txt
Cdzb0A1LBgg,Copying The $8 Billion Fund's Trading Bot (Hudson River Trading),3194,ok,transcripts/Cdzb0A1LBgg.txt
NcUntt0J-04,"Investigating the Mysterious $88,000,000 short",4833,ok,transcripts/NcUntt0J-04.txt
Ke8aJDsFaZs,$20 Billion Liquidated So I Built Some HFT Trading Bots,5973,ok,transcripts/Ke8aJDsFaZs.txt
CyGP44h1j98,Claude Makes High Frequency Trading Bots Possible For Regular People,8277,ok,transcripts/CyGP44h1j98.txt
a943TNT2bIA,High Frequency Trading with OFI & Liquidations,12608,ok,transcripts/a943TNT2bIA.txt
kL19wF6nWCk,Claude Code Built 4 Trading Bots While GPT-5 Found Crazy Alpha,7241,ok,transcripts/kL19wF6nWCk.txt
taOBbyjmvh4,Claude Code Made High Frequency Trading Possible For Retail,5727,ok,transcripts/taOBbyjmvh4.txt
DhdAgPz5ZN4,this trading bot makes it so hard to lose long term,7036,ok,transcripts/DhdAgPz5ZN4.txt
hLqSyMlBrhg,a trading bot to make sure you never lose again,14697,ok,transcripts/hLqSyMlBrhg.txt
VnPs8p2Gqck,Claude Code Just Changed Algorithmic Trading Forever,7396,ok,transcripts/VnPs8p2Gqck.txt
zbDDcWC1Lfw,The Holy Grail Trading Strategy,3785,ok,transcripts/zbDDcWC1Lfw.txt
5spkASwXJqo,Sonnet 4.5 DOUBLED my trading bot's performance,12611,ok,transcripts/5spkASwXJqo.txt
if4BRU2PXFs,Claude Sonnet 4.5 But In Charge of 2 Trading Bots (you get the code),6196,ok,transcripts/if4BRU2PXFs.txt
LZJhiu8hGoM,Claude Sonnet 4.5 Built Me 4 HFT Trading Bots,16458,ok,transcripts/LZJhiu8hGoM.txt
qiO8YO862jk,this bot arbitrages 7 exchanges (they wont believe it though),16482,ok,transcripts/qiO8YO862jk.txt
n5TytN0gB0E,i built a crypto arbitrage bot with AI (+ give you all code),2603,ok,transcripts/n5TytN0gB0E.txt
k-3teTMYpg8,Airdrop points are the new food farms many 10x's,16322,ok,transcripts/k-3teTMYpg8.txt
YQGp7Fk2X3E,Claude Code For Aster Trading Bots,8468,ok,transcripts/YQGp7Fk2X3E.txt
pjsNcw0JNfg,Aster Trading Bot With a 83% Win Rate,9627,ok,transcripts/pjsNcw0JNfg.txt
n33F7uH9oj0,"The $700,000,000 Automated Trading Bot",7273,ok,transcripts/n33F7uH9oj0.txt
U4hzjr1YGjs,"The $500,000,000 Trading Bot",18599,ok,transcripts/U4hzjr1YGjs.txt
zyYsX_1PqMI,$1.7 Billion Liquidated So I'm Building A Liquidation Bot,14851,ok,transcripts/zyYsX_1PqMI.txt
8cXhP6BgR6M,Binance Chain Trading Bot,3717,ok,transcripts/8cXhP6BgR6M.txt
hXGE5Y3tBPA,This 1 Daily Habit 10x'd My Trading,4505,ok,transcripts/hXGE5Y3tBPA.txt
oI0vHRAUqxs,Binance's AsterDex Trading Bot & API Tutorial (step by step documentation),7345,ok,transcripts/oI0vHRAUqxs.txt
sZSyOMC9bNU,claude code just drastically changed trading view forever,9078,ok,transcripts/sZSyOMC9bNU.txt
l8rZsdVfXKc,Claude Code Just Made An Impossible Trading Bot Possible,3080,ok,transcripts/l8rZsdVfXKc.txt
ev4GG4E4h-g,i cracked tradingview only using claude code agents,2990,ok,transcripts/ev4GG4E4h-g.txt
rvSHIP8r-5o,Claude Code 4 Tradingview To Make You ACTUALLY Profitable,1839,ok,transcripts/rvSHIP8r-5o.txt
46WN-iCOsPQ,How To Make Custom Solana Wallet Addresses,8075,ok,transcripts/46WN-iCOsPQ.txt
IO6MXXrk7fM,TradingView vs Python Trading Strategies (Prove Your Edge),3166,ok,transcripts/IO6MXXrk7fM.txt
73I6_4J7-k8,actual AI trading bots that anyone can build,7120,ok,transcripts/73I6_4J7-k8.txt
Hqb00u1jgSM,Claude Code Makes Onchain Trading EASY,10067,ok,transcripts/Hqb00u1jgSM.txt
c1k3aKkLg_c,i cracked the code to TRADING VIEW with CLAUDE CODE,7364,ok,transcripts/c1k3aKkLg_c.txt
EV_Dgpm1Mgw,Pump Fun Creator Coin Trading Bots (DANGER),4335,ok,transcripts/EV_Dgpm1Mgw.txt
Du8lROM8Xqk,hands down easiest way to automate your trading with claude code,6266,ok,transcripts/Du8lROM8Xqk.txt
Tvs3wEt2H8I,how to actually use claude code for trading,6948,ok,transcripts/Tvs3wEt2H8I.txt
-95hovfSo9g,I Tried Coding a 100x Trading Bot From Scratch!,9646,ok,transcripts/-95hovfSo9g.txt
_H16t9F4htI,i figured out the secret to Prediction Markets with Claude code ($2.2m),9631,ok,transcripts/_H16t9F4htI.txt
ffuE5QuHuQU,i cracked the code to PREDICTION markets with CLAUDE code,13545,ok,transcripts/ffuE5QuHuQU.txt
H3JnoczFnVY,How to collect Tick Data to Get a MASSIVE edge in TRADING,4192,ok,transcripts/H3JnoczFnVY.txt
sJfwegO57U4,This New Claude Agent Just Changed Trading Forever (182%),6744,ok,transcripts/sJfwegO57U4.txt
RkKB725yyn4,Claude Code Just Made Finding Winning Trading Strategies EASY,6598,ok,transcripts/RkKB725yyn4.txt
W0gooNe74qs,"ai coded 72 trade bot tests and found some gems (58,109% ROI)",7116,ok,transcripts/W0gooNe74qs.txt
q4pQz5qu9QE,Can AI significantly improve Trading in 2025? i tested it.,5135,ok,transcripts/q4pQz5qu9QE.txt
AK8KTg5bisA,Beginners Guide To Solana Trading Bots in 2025,42564,ok,transcripts/AK8KTg5bisA.txt
iBJ2fOAVAMo,OpenAI Trading Bots (Full Course),41747,ok,transcripts/iBJ2fOAVAMo.txt
oVRtIH4k-gc,Solana Onchain Trading Bot Course (Step by Step in 2025),39627,ok,transcripts/oVRtIH4k-gc.txt
DV7nfIECiZw,Prediction Market Trading Bot in Python (Polymarket API step by step),40855,ok,transcripts/DV7nfIECiZw.txt
F5ktIwGWRGk,Why ChatGPT Can't Predict Crypto But This AI Can!,12705,ok,transcripts/F5ktIwGWRGk.txt
YzonIzs0AOs,How To Actually Build a Trading Bot in 2025,3840,ok,transcripts/YzonIzs0AOs.txt
SCvUYdh6rjA,Results of Actual AI Applied To Trading,14967,ok,transcripts/SCvUYdh6rjA.txt
WlrIIlsYa3g,Use AI in Trading (The Easy Way),4107,ok,transcripts/WlrIIlsYa3g.txt
Pg7ThdK53Gg,AI in Trading for Beginners Guide  - No More Paid Courses!,16095,ok,transcripts/Pg7ThdK53Gg.txt
_j2XimaWq-M,My Voice AI Controls My Computer (& Life),7901,ok,transcripts/_j2XimaWq-M.txt
2msTQBmOE8o,Beginner’s ML 4 Trading Guide (Better than AI),16860,ok,transcripts/2msTQBmOE8o.txt
c154a5CDr2w,Trading Bot Course 2025 | Everything You Need To Know,8738,ok,transcripts/c154a5CDr2w.txt
MO2kxrujBGU,This is what happens when you DO NOT include Fees in your backtests,443,ok,transcripts/MO2kxrujBGU.txt
K6FBI8mZ5Us,No Bullsh*t Guide to Making Trading Bots (Full Stack Revealed),15654,ok,transcripts/K6FBI8mZ5Us.txt
UqRkIBvHKoc,The Biggest Opportunity Right Now... It's Not Hand Trading,17908,ok,transcripts/UqRkIBvHKoc.txt
yt-D4FwCsaI,give me 55 sec.. i'll AUTOMATE your trading,55,ok,transcripts/yt-D4FwCsaI.txt
1WJ0xZUeqcU,Beginner’s Trading Bot Guide  - No More Paid Courses!,6408,ok,transcripts/1WJ0xZUeqcU.txt
d5Ve3UWVFyI,Everything You Need To Start Making AI Trading Bots (As A Beginner),3051,ok,transcripts/d5Ve3UWVFyI.txt
E4rH9_WFlC4,how to ACTUALLY make money in tech from 2025-2027,5089,ok,transcripts/E4rH9_WFlC4.txt
Vu62g43_1aE,Harvard Algorithmic Trading with AI (for CS50 Grads),5624,ok,transcripts/Vu62g43_1aE.txt
s5Ngi-K-9Zw,giving ai agents that can see everyones positions to iquidate them,10978,ok,transcripts/s5Ngi-K-9Zw.txt
frrfFXfG-Rg,how to actually build ai agents that trade autonomously,1142,ok,transcripts/frrfFXfG-Rg.txt
JwGfdnnyUAs,how to actually use ai for trading,25879,ok,transcripts/JwGfdnnyUAs.txt
drxTuq9jhCk,Jim Simons told us everything needed to be an algo trader (MIT lecture),5392,ok,transcripts/drxTuq9jhCk.txt
ZGLxCJiaR2Q,how to actually make money with coding (indie does $7.2m/yr),6165,ok,transcripts/ZGLxCJiaR2Q.txt
BgQ6wq77oP0,"he makes $150,000/wk with AI (while living in 40 countries)",4215,ok,transcripts/BgQ6wq77oP0.txt
grjzISnVc2A,we can now short meme coins to 0..,1491,ok,transcripts/grjzISnVc2A.txt
h5rufR8asM0,advanced futures trading strategies (but i go over 90 strategies),9630,ok,transcripts/h5rufR8asM0.txt
xjnFv1uC0K4,how to actually do algorithmic trading,40691,ok,transcripts/xjnFv1uC0K4.txt
jz3tEsCcie0,how to actually build a trading bot,33263,ok,transcripts/jz3tEsCcie0.txt
Grq467uD-3o,86x Meme Coin Trading Bot...,8048,ok,transcripts/Grq467uD-3o.txt
GA0Pag9Ob34,openai's new turbo ai to snipe meme coins 24/7,5148,ok,transcripts/GA0Pag9Ob34.txt
mMrkbszl9Xo,Dr. Ernest Chan: His Unheard Approach To AI in Trading,2788,ok,transcripts/mMrkbszl9Xo.txt
Uk6WLJNsC4c,solana sniper bot that buys before you,5492,ok,transcripts/Uk6WLJNsC4c.txt
DnjdSmwe4Cc,this is the best ai trading bot i've seen autogpt build in python,1659,ok,transcripts/DnjdSmwe4Cc.txt
Q2kSA1Ns8oQ,solana sniper bot in python that actually works,14836,ok,transcripts/Q2kSA1Ns8oQ.txt
F-OhChPVlPY,How to Make a Solana Meme Coin Bot (in Python),4431,ok,transcripts/F-OhChPVlPY.txt
ahlN5Jzu_CQ,How To Use The Birdeye API (Documentation Walk Through),9633,ok,transcripts/ahlN5Jzu_CQ.txt
LjTaadVd9gQ,Algorithmic Trading PYTHON: Crafting a Profitable Market Maker Bot,1056,ok,transcripts/LjTaadVd9gQ.txt
NJ34aEP3goY,MEXC Trading BOT (Step By Step Tutorial),2092,ok,transcripts/NJ34aEP3goY.txt
Jl1geJzjRXk,Official Process To Automate your Trading (A-Z from ZERO),4015,ok,transcripts/Jl1geJzjRXk.txt
3JhZiXAeC1U,How to Delete emotions by Automating Your Trading,3443,ok,transcripts/3JhZiXAeC1U.txt
ndPIS61ybJM,How to Backtest ANY Trading Strategy with Backtesting.py (TRADERS CHEAT CODE),2945,ok,transcripts/ndPIS61ybJM.txt
D-oYWpr4pxY,Smart Money Concepts Trading Bot (step by step tutorial),4432,ok,transcripts/D-oYWpr4pxY.txt
slJ8XpUG_NU,AutoGPT Install Tutorial: Get Your AI Working Now!,1405,ok,transcripts/slJ8XpUG_NU.txt
JWELpf_5JvU,AutoGPT just OBLITERATED all Traders,989,ok,transcripts/JWELpf_5JvU.txt
-Cu-iU624ws,How to use Chat GPT 4 to build Trading Bots,1062,ok,transcripts/-Cu-iU624ws.txt
9-34uQpEYk8,How To Use The CoinGecko API in 2024,3840,ok,transcripts/9-34uQpEYk8.txt
dZHRM6FECeI,CCXT Trading Bot: Learn to Automate Your Trades!,4166,ok,transcripts/dZHRM6FECeI.txt
A-iYBnGpM7I,From ZERO to ALGO TRADER in 2024 - Step By Step (FULL COURSE),27825,ok,transcripts/A-iYBnGpM7I.txt
4mBm9p7HcII,Neural Network Python Tutorial: From ARIMA to LSTM-CNN Hybrid,936,ok,transcripts/4mBm9p7HcII.txt
g4zY3JMtb0Q,ChatGPT Tutorial: Can AI Really Replace Human Traders?,1355,ok,transcripts/g4zY3JMtb0Q.txt
v5qTYnMiUw4,Chat GPT Trading Bot | i Stopped coding without AI for algo trading,3793,ok,transcripts/v5qTYnMiUw4.txt
QLYmpGlZpG0,How To Use OpenAI to build a Trading Bot (ChatGPT ai),3541,ok,transcripts/QLYmpGlZpG0.txt
FCzx1NyoKWk,Trading Bots with Python - 7 Bots Full Course (Step By Step Tutorial),26023,ok,transcripts/FCzx1NyoKWk.txt
xSaNOtqEeN4,How to code in 2026 (for regular people),9850,ok,transcripts/xSaNOtqEeN4.txt
FrK7SUcAs-U,How To Build a Market Maker Algorithm (in Python),1702,ok,transcripts/FrK7SUcAs-U.txt
WFIZn6titnc,How to - zsh: illegal hardware instruction (TensorFlow m1 Mac),890,ok,transcripts/WFIZn6titnc.txt
nF3id-x7gY0,Tradingview Pinescript to Python Conversion [FULL TUTORIAL],3423,ok,transcripts/nF3id-x7gY0.txt
vAFfzqplBWo,i coded a trading bot live.. (293%+ roi),9549,ok,transcripts/vAFfzqplBWo.txt
3EQsDdjZTlc,How to use CCXT to make a TRADING BOT (2024 Tutorial),841,ok,transcripts/3EQsDdjZTlc.txt
S7VprUm5oY0,How To Do Algorithmic Trading (Beginner to Expert 2024),707,ok,transcripts/S7VprUm5oY0.txt
